@relation estados

@attribute palabras+ {si,no}
@attribute Npalabras+ numeric
@attribute palabras- {si,no}
@attribute Npalabras- numeric
@attribute adjetivosPersonalidad+ {si,no}
@attribute NadjetivosPersonalidad+ numeric
@attribute adjetivosPersonalidad- {si,no}
@attribute NadjetivosPersonalidad- numeric
@attribute adjetivos+ {si,no}
@attribute Nadjetivos+ numeric
@attribute adjetivos- {si,no}
@attribute Nadjetivos- numeric
@attribute sentimientos+ {si,no}
@attribute Nsentimientos+ numeric
@attribute sentimientos- {si,no}
@attribute Nsentimientos- numeric
@attribute palabrasClave- numeric
@attribute estado {malo,neutro,bueno}

@data
si,4,no,0,no,0,no,0,si,1,no,0,si,2,no,0,0,bueno
no,0,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,si,1,no,0,no,0,no,0,2,neutro
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,4,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,bueno
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,15,si,14,no,0,si,2,si,4,si,2,si,5,si,6,6,malo
si,4,si,8,no,0,no,0,si,1,si,1,no,0,si,2,13,malo
si,9,si,1,si,1,no,0,si,1,no,0,si,3,si,1,4,malo
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
si,5,si,3,no,0,no,0,si,1,no,0,si,1,si,1,1,malo
si,7,si,1,no,0,no,0,si,1,no,0,si,3,no,0,2,malo
si,5,si,3,no,0,no,0,si,2,no,0,no,0,no,0,1,malo
si,2,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,no,0,si,1,si,1,no,0,no,0,si,1,no,0,2,malo
si,10,si,8,si,1,no,0,si,1,si,2,si,1,si,1,6,malo
si,3,si,7,si,1,no,0,si,1,no,0,si,2,si,1,6,malo
si,7,no,0,no,0,no,0,si,2,si,1,si,3,no,0,2,malo
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,si,2,2,malo
si,1,si,5,no,0,no,0,no,0,no,0,no,0,si,3,1,malo
si,1,si,5,no,0,no,0,no,0,si,1,si,1,si,1,1,malo
si,3,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,bueno
si,4,no,0,si,2,no,0,si,1,no,0,si,1,no,0,2,bueno
si,1,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,bueno
si,2,no,0,si,1,no,0,no,0,no,0,si,1,no,0,3,malo
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,1,no,0,si,1,no,0,no,0,no,0,no,0,no,0,0,bueno
si,7,si,1,si,2,no,0,si,2,no,0,si,1,no,0,2,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,1,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,35,si,10,si,5,no,0,si,7,no,0,si,16,si,2,14,bueno
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,3,si,1,si,1,no,0,si,4,no,0,si,3,no,0,1,malo
si,3,no,0,si,1,no,0,si,2,no,0,si,2,no,0,0,bueno
si,3,si,2,si,2,no,0,no,0,no,0,si,5,no,0,3,malo
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,6,si,3,si,2,no,0,si,1,no,0,si,1,no,0,7,malo
si,3,si,2,no,0,no,0,si,1,si,1,si,3,si,1,0,malo
si,3,si,1,si,1,no,0,si,2,no,0,si,1,no,0,2,malo
si,4,si,7,si,1,no,0,no,0,no,0,si,1,si,2,10,malo
si,2,si,9,no,0,si,1,si,2,si,3,si,2,si,1,0,malo
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,si,1,no,0,no,0,no,0,si,1,no,0,no,0,2,neutro
si,3,si,1,no,0,no,0,si,2,no,0,si,1,no,0,1,bueno
si,2,si,5,no,0,si,1,no,0,no,0,no,0,si,1,2,malo
si,1,no,0,no,0,no,0,no,0,no,0,si,2,no,0,1,bueno
si,1,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
si,10,si,3,si,2,no,0,no,0,si,1,si,4,si,2,3,malo
si,10,si,21,si,1,si,4,no,0,si,3,si,8,si,7,12,malo
si,5,no,0,no,0,no,0,si,2,no,0,si,3,si,1,2,malo
si,5,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,8,no,0,no,0,no,0,si,2,si,1,si,1,3,malo
si,4,si,3,no,0,no,0,si,1,no,0,no,0,no,0,1,malo
si,2,si,2,no,0,si,1,no,0,no,0,si,1,si,2,4,malo
si,2,si,2,no,0,si,1,si,1,no,0,no,0,si,2,0,malo
si,12,si,4,no,0,no,0,si,2,no,0,si,4,no,0,7,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,18,si,21,si,2,si,1,si,1,si,1,si,5,si,2,8,malo
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,4,malo
si,10,si,9,no,0,no,0,si,1,no,0,si,1,no,0,4,malo
no,0,si,4,no,0,no,0,no,0,no,0,si,2,no,0,4,malo
si,4,si,2,no,0,no,0,no,0,no,0,no,0,si,1,0,malo
si,17,si,9,si,3,no,0,si,3,no,0,si,4,si,1,13,malo
si,19,si,20,si,1,no,0,si,2,si,4,si,3,si,2,5,malo
si,35,si,22,si,2,si,3,si,4,si,2,si,9,si,1,23,malo
si,10,si,2,si,1,no,0,no,0,no,0,si,4,no,0,8,malo
si,36,si,30,si,4,no,0,si,5,si,2,si,9,si,3,14,malo
si,37,si,29,si,2,si,1,si,3,si,3,si,4,si,6,20,malo
si,16,si,14,si,3,no,0,si,5,si,2,si,5,si,1,5,malo
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,4,si,7,no,0,si,3,si,2,si,2,si,1,no,0,2,malo
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,no,0,no,0,no,0,si,1,no,0,si,1,no,0,2,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,1,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,1,si,3,no,0,no,0,si,1,no,0,si,1,no,0,3,malo
si,5,si,2,no,0,no,0,si,1,no,0,no,0,si,1,1,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,10,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,malo
si,8,si,3,si,1,no,0,si,2,no,0,si,2,no,0,2,malo
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,2,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,si,4,no,0,no,0,no,0,no,0,no,0,no,0,2,malo
si,1,si,2,no,0,no,0,no,0,no,0,si,2,no,0,4,malo
si,6,si,3,no,0,no,0,si,2,no,0,no,0,no,0,1,malo
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,10,si,3,si,2,no,0,no,0,no,0,si,2,no,0,5,malo
no,0,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,bueno
si,2,si,1,si,1,no,0,no,0,si,1,no,0,no,0,2,malo
si,4,si,1,si,1,no,0,no,0,no,0,no,0,no,0,2,malo
si,1,si,1,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
si,4,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,6,si,1,si,1,no,0,si,2,si,1,si,2,no,0,0,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,2,si,2,no,0,no,0,no,0,si,1,si,1,si,1,0,malo
si,12,si,14,si,4,no,0,si,3,si,1,si,6,si,1,6,malo
si,4,si,2,no,0,no,0,si,1,no,0,si,1,no,0,2,malo
si,4,si,1,no,0,no,0,si,1,no,0,si,1,no,0,5,malo
si,16,si,1,si,5,no,0,si,2,si,1,si,9,no,0,2,bueno
si,2,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,7,si,3,si,2,si,1,si,2,no,0,si,3,no,0,1,malo
si,3,no,0,no,0,no,0,si,1,no,0,si,2,no,0,3,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,si,2,no,0,si,1,no,0,0,bueno
si,1,no,0,si,2,no,0,si,1,no,0,si,3,no,0,1,bueno
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,1,neutro
si,7,si,4,no,0,si,1,si,2,si,2,no,0,no,0,8,malo
si,4,si,2,no,0,no,0,si,2,no,0,si,1,no,0,0,malo
si,8,si,4,si,1,no,0,si,2,si,1,si,1,si,1,7,malo
si,3,si,2,no,0,no,0,si,1,si,1,si,1,si,1,2,malo
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,6,si,7,no,0,si,1,no,0,no,0,no,0,si,3,5,malo
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,10,no,0,si,2,si,2,si,2,si,2,si,3,10,malo
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,1,neutro
si,59,si,22,si,6,no,0,si,11,si,1,si,13,si,2,18,bueno
si,34,si,21,si,2,no,0,si,4,si,1,si,3,si,4,18,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,si,1,no,0,no,0,no,0,si,1,no,0,no,0,0,neutro
si,7,si,2,no,0,no,0,si,2,no,0,si,1,no,0,4,malo
si,8,no,0,si,4,no,0,si,1,no,0,si,3,no,0,2,bueno
si,2,si,1,si,1,no,0,no,0,si,1,si,1,no,0,0,bueno
si,4,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
no,0,si,1,no,0,no,0,no,0,si,1,no,0,no,0,2,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,si,1,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,si,1,no,0,si,1,no,0,2,neutro
si,2,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,0,neutro
si,5,si,1,si,1,no,0,no,0,si,1,no,0,no,0,1,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,7,si,6,si,1,no,0,si,5,no,0,si,1,no,0,8,malo
si,3,no,0,no,0,no,0,si,1,no,0,no,0,no,0,4,malo
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,si,2,si,1,si,1,4,malo
si,2,no,0,no,0,no,0,si,2,no,0,no,0,no,0,0,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,1,no,0,no,0,no,0,no,0,no,0,si,1,4,malo
no,0,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,3,si,1,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,5,no,0,no,0,no,0,si,3,no,0,si,2,no,0,0,bueno
si,1,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
si,2,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
si,2,si,2,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,14,si,2,si,4,no,0,si,2,no,0,si,5,no,0,3,malo
si,1,si,2,no,0,si,1,no,0,no,0,no,0,si,1,2,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,si,3,no,0,si,1,si,1,no,0,no,0,no,0,5,malo
no,0,si,1,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
no,0,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,2,si,2,si,1,no,0,si,2,no,0,si,2,si,1,3,malo
si,9,si,6,no,0,no,0,si,1,si,2,no,0,si,3,5,malo
si,7,si,4,si,2,no,0,si,3,si,1,si,7,si,1,15,malo
si,9,si,9,no,0,no,0,si,1,no,0,si,2,no,0,4,malo
si,97,si,59,si,11,si,2,si,11,si,7,si,24,si,10,30,malo
no,0,si,2,no,0,si,1,no,0,no,0,no,0,si,1,1,neutro
si,6,si,2,no,0,no,0,si,4,no,0,si,1,no,0,3,malo
si,7,si,2,si,1,no,0,si,1,no,0,si,3,no,0,3,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,no,0,no,0,no,0,no,0,si,1,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,5,si,1,no,0,no,0,no,0,si,1,si,1,no,0,1,malo
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,2,si,1,no,0,no,0,si,2,si,1,si,2,si,1,0,malo
no,0,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,neutro
si,9,si,1,si,1,no,0,si,1,no,0,si,2,no,0,1,malo
si,5,si,1,no,0,no,0,si,2,no,0,si,1,no,0,1,malo
si,2,si,1,no,0,no,0,si,2,no,0,si,1,no,0,2,malo
si,16,si,4,si,2,no,0,si,3,no,0,si,6,no,0,4,malo
si,3,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,no,0,no,0,si,2,no,0,2,bueno
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,8,si,10,si,2,no,0,si,2,si,1,si,7,si,2,11,malo
si,4,no,0,no,0,no,0,no,0,no,0,si,1,no,0,1,bueno
si,2,si,1,no,0,no,0,no,0,si,1,no,0,no,0,3,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,no,0,si,1,no,0,si,1,no,0,si,1,no,0,0,bueno
si,1,si,2,no,0,no,0,no,0,si,1,no,0,si,1,3,malo
si,2,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
no,0,no,0,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,2,si,2,no,0,no,0,si,1,no,0,si,1,si,1,1,malo
si,2,si,1,si,1,no,0,si,1,no,0,si,1,no,0,0,bueno
si,4,si,1,no,0,no,0,si,2,no,0,si,2,si,1,2,malo
si,40,si,9,si,1,no,0,si,4,si,1,si,10,no,0,15,malo
si,3,si,2,si,1,no,0,no,0,si,1,si,1,no,0,3,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,si,2,si,1,no,0,no,0,no,0,si,1,no,0,2,malo
si,6,si,2,si,1,no,0,no,0,no,0,si,1,si,1,0,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,5,si,3,no,0,no,0,no,0,no,0,no,0,no,0,3,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,6,no,0,no,0,no,0,si,1,no,0,si,1,no,0,2,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,4,si,1,no,0,no,0,si,1,no,0,si,2,no,0,1,bueno
si,3,si,2,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
si,2,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,3,si,1,si,1,no,0,no,0,no,0,si,2,no,0,0,bueno
si,1,si,1,no,0,no,0,no,0,no,0,no,0,si,1,2,neutro
si,3,si,2,no,0,no,0,no,0,no,0,si,1,si,1,3,malo
no,0,si,3,no,0,no,0,no,0,no,0,no,0,no,0,3,malo
si,23,si,16,si,5,si,3,si,1,no,0,si,8,si,4,14,malo
si,22,si,3,si,3,si,1,si,6,no,0,si,6,no,0,4,malo
si,3,si,1,no,0,no,0,si,1,si,1,si,1,no,0,2,malo
si,17,si,9,si,2,no,0,si,1,no,0,si,5,no,0,11,malo
si,2,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,3,si,2,no,0,no,0,si,2,no,0,no,0,si,1,5,malo
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,5,no,0,si,2,no,0,si,2,no,0,si,3,no,0,1,bueno
si,4,si,5,no,0,no,0,si,2,no,0,no,0,no,0,4,malo
si,3,si,3,no,0,no,0,si,1,no,0,si,2,no,0,3,malo
no,0,si,1,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
si,2,si,2,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
si,4,si,3,si,2,no,0,si,2,no,0,si,2,no,0,5,malo
si,4,si,5,no,0,no,0,si,2,no,0,no,0,no,0,5,malo
si,4,si,5,no,0,no,0,no,0,si,3,si,1,si,3,4,malo
si,10,si,10,si,1,si,4,no,0,si,2,si,3,si,3,8,malo
si,13,si,2,si,2,no,0,si,2,no,0,si,4,no,0,3,malo
si,2,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
si,2,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,neutro
si,3,si,3,si,1,no,0,no,0,si,2,si,3,si,2,3,malo
si,18,si,6,no,0,no,0,si,5,no,0,si,5,no,0,2,malo
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,3,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,8,si,7,si,1,no,0,si,2,si,2,si,3,si,3,8,malo
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,si,3,no,0,no,0,no,0,no,0,no,0,no,0,4,malo
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,no,0,si,1,no,0,no,0,no,0,si,1,no,0,0,bueno
si,7,si,3,si,1,si,1,si,1,no,0,si,3,no,0,3,malo
si,1,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,si,3,no,0,si,1,si,1,no,0,si,2,no,0,4,malo
si,6,si,1,si,1,no,0,no,0,no,0,no,0,no,0,0,bueno
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,3,malo
si,4,si,1,si,1,no,0,no,0,no,0,si,4,no,0,0,malo
si,20,si,5,si,1,no,0,si,4,si,2,si,4,si,1,8,malo
si,3,si,1,no,0,no,0,no,0,no,0,si,1,no,0,2,malo
si,3,no,0,no,0,no,0,si,1,no,0,si,2,no,0,0,bueno
si,13,si,7,si,1,si,1,si,2,si,2,si,3,no,0,9,malo
si,2,si,2,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,1,no,0,no,0,si,1,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,3,no,0,no,0,si,1,no,0,no,0,no,0,1,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,8,si,5,no,0,no,0,si,2,no,0,si,3,si,1,3,malo
si,2,si,1,si,1,no,0,si,1,no,0,si,3,no,0,0,bueno
si,5,si,1,no,0,no,0,no,0,no,0,si,1,no,0,4,malo
si,3,si,1,no,0,no,0,no,0,no,0,si,2,no,0,2,malo
si,1,si,1,no,0,no,0,si,2,no,0,no,0,no,0,5,malo
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,5,si,1,no,0,no,0,si,3,no,0,si,2,no,0,4,malo
no,0,si,2,no,0,no,0,no,0,si,1,no,0,no,0,1,neutro
si,2,no,0,si,1,no,0,si,1,no,0,si,2,no,0,4,malo
si,5,no,0,si,2,no,0,si,1,no,0,si,3,no,0,3,malo
si,5,si,4,si,2,no,0,si,2,no,0,si,6,no,0,0,malo
si,5,si,5,no,0,no,0,no,0,no,0,si,2,no,0,7,malo
si,1,si,1,no,0,no,0,no,0,no,0,si,1,no,0,1,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,18,si,10,si,1,no,0,si,2,si,1,si,4,no,0,6,malo
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,3,si,2,no,0,si,1,si,1,no,0,no,0,no,0,0,malo
si,1,si,3,no,0,no,0,no,0,no,0,si,3,si,2,2,malo
si,2,no,0,si,1,no,0,si,1,no,0,si,1,no,0,0,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,1,si,2,no,0,no,0,no,0,si,1,no,0,no,0,1,neutro
si,12,si,6,si,1,no,0,si,4,si,1,si,1,si,2,3,malo
si,1,si,1,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,10,si,9,si,1,no,0,no,0,si,3,si,7,si,1,5,malo
si,3,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
si,3,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,bueno
si,2,no,0,si,1,no,0,no,0,no,0,si,1,no,0,1,bueno
si,2,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,2,si,2,no,0,no,0,si,2,no,0,si,2,no,0,2,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,1,neutro
no,0,si,1,no,0,no,0,si,1,no,0,no,0,si,1,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,si,1,no,0,si,1,no,0,1,bueno
no,0,no,0,no,0,no,0,no,0,no,0,si,1,no,0,0,neutro
si,2,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,7,si,8,no,0,no,0,si,2,no,0,no,0,no,0,2,malo
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,si,1,no,0,si,1,0,neutro
si,1,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
si,1,si,2,no,0,no,0,no,0,no,0,no,0,no,0,2,neutro
si,3,si,3,no,0,si,2,no,0,si,1,no,0,no,0,1,malo
no,0,si,2,no,0,no,0,no,0,no,0,no,0,si,1,3,malo
si,1,si,1,no,0,si,1,si,1,no,0,si,1,no,0,2,malo
si,3,no,0,no,0,no,0,si,1,no,0,no,0,no,0,3,malo
si,2,si,1,no,0,no,0,si,1,no,0,no,0,no,0,3,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
no,0,si,1,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,si,1,no,0,no,0,no,0,2,neutro
si,3,no,0,no,0,no,0,no,0,no,0,si,2,no,0,0,bueno
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,4,no,0,no,0,no,0,si,1,no,0,si,1,no,0,0,bueno
si,6,si,1,si,3,no,0,si,1,no,0,si,3,si,1,1,bueno
si,7,si,4,no,0,si,1,si,1,si,1,si,1,si,1,7,malo
si,4,si,2,si,1,no,0,si,1,no,0,si,2,no,0,2,malo
no,0,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
si,1,no,0,no,0,no,0,no,0,no,0,no,0,no,0,0,neutro
